type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,batch,datetime,is outlier
red,6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,10,20200914276179,FALSE
red,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,10,20200914276199,FALSE
red,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,10,20200914276219,FALSE
red,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,10,20200914276239,FALSE
red,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,10,20200914276259,FALSE
red,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8,10,20200914276279,FALSE
red,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,10,20200914276299,FALSE
red,7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,4,10,20200914276319,FALSE
red,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,6,10,20200914276339,FALSE
red,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,3,10,20200914276359,FALSE
red,11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,4,10,20200914276379,FALSE
red,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5,10,20200914276399,FALSE
red,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,5,10,20200914276419,FALSE
red,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,10,20200914276439,FALSE
red,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,10,20200914276459,FALSE
red,10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,10,20200914276479,TRUE
red,6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,10,20200914276499,FALSE
red,11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,10,20200914276519,FALSE
red,6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,10,20200914276539,FALSE
red,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,6,10,20200914276559,FALSE
red,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,10,20200914276579,FALSE
red,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6,10,20200914276599,FALSE
red,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,10,20200914276619,FALSE
red,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,10,20200914276639,FALSE
red,7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,6,10,20200914276659,FALSE
red,6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5,10,20200914276679,FALSE
red,6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,5,10,20200914276699,FALSE
red,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,10,20200914276719,FALSE
red,9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5,10,20200914276739,FALSE
red,8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5,10,20200914276759,FALSE
red,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,10,20200914276779,FALSE
red,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,10,20200914276799,TRUE
red,7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,10,20200914276819,FALSE
red,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6,10,20200914276839,FALSE
red,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,10,20200914276859,FALSE
red,11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,10,20200914276879,FALSE
red,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,10,20200914276899,FALSE
red,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,10,20200914276919,TRUE
red,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,6,10,20200914276939,FALSE
red,7.5,0.42,0.32,2.7,0.067,7,25,0.99628,3.24,0.44,10.4,5,10,20200914276959,TRUE
red,7.2,0.62,0.06,2.5,0.078,17,84,0.99746,3.51,0.53,9.7,5,10,20200914276979,FALSE
red,7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5,10,20200914276999,FALSE
red,7.2,0.635,0.07,2.6,0.077,16,86,0.99748,3.51,0.54,9.7,5,10,20200914277019,TRUE
red,6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,10,20200914277039,FALSE
red,6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,10,20200914277059,TRUE
red,6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,10,20200914277079,TRUE
red,7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,6,10,20200914277099,FALSE
red,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,10,20200914277119,FALSE
red,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,10,20200914277139,FALSE
red,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,4,10,20200914277159,FALSE
red,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,10,20200914277179,FALSE
red,10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,10,20200914277199,FALSE
red,8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,10,20200914277219,FALSE
red,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,10,20200914277239,FALSE
red,7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6,10,20200914277259,FALSE
red,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,10,20200914277279,FALSE
red,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,10,20200914277299,FALSE
red,9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,10,20200914277319,TRUE
red,7.6,0.715,0,2.1,0.068,30,35,0.99533,3.48,0.65,11.4,6,10,20200914277339,FALSE
red,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,10,20200914277359,FALSE
red,7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,5,10,20200914277379,FALSE
red,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,6,10,20200914277399,FALSE
red,8.9,0.75,0.14,2.5,0.086,9,30,0.99824,3.34,0.64,10.5,5,10,20200914277419,FALSE
red,9,0.8,0.12,2.4,0.083,8,28,0.99836,3.33,0.65,10.4,6,10,20200914277439,TRUE
red,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,10,20200914277459,FALSE
red,6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,10,20200914277479,FALSE
red,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,10,20200914277499,TRUE
red,7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5,10,20200914277519,FALSE
red,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,10,20200914277539,FALSE
red,10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,6,10,20200914277559,FALSE
red,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,10,20200914277579,FALSE
red,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,6,10,20200914277599,FALSE
red,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,10,20200914277619,FALSE
red,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,10,20200914277639,FALSE
red,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,10,20200914277659,FALSE
red,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,10,20200914277679,FALSE
red,8.3,1.02,0.02,3.4,0.084,6,11,0.99892,3.48,0.49,11,3,10,20200914277699,FALSE
red,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,10,20200914277719,TRUE
red,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,10,20200914277739,FALSE
red,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,10,20200914277759,FALSE
red,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,10,20200914277779,FALSE
red,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,10,20200914277799,FALSE
red,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,10,20200914277819,FALSE
red,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5,10,20200914277839,FALSE
red,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,6,10,20200914277859,FALSE
red,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,6,10,20200914277879,FALSE
red,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,10,20200914277899,FALSE
red,9.3,0.38,0.48,3.8,0.132,3,11,0.99577,3.23,0.57,13.2,6,10,20200914277919,FALSE
red,9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6,10,20200914277939,FALSE
red,10,0.46,0.44,2.9,0.065,4,8,0.99674,3.33,0.62,12.2,6,10,20200914277959,FALSE
red,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,10,20200914277979,FALSE
red,7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6,10,20200914277999,FALSE
red,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6,10,20200914278019,FALSE
red,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,10,20200914278039,FALSE
red,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,10,20200914278059,FALSE
red,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,10,20200914278079,FALSE
red,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,10,20200914278099,FALSE
red,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5,10,20200914278119,FALSE
red,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,6,10,20200914278139,FALSE
red,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,6,10,20200914278159,FALSE
red,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,10,20200914278179,FALSE
red,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,10,20200914278199,FALSE
red,8.6,0.22,0.36,1.9,0.064,53,77,0.99604,3.47,0.87,11,7,10,20200914278219,FALSE
red,9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,10,20200914278239,FALSE
red,8.4,0.67,0.19,2.2,0.093,11,75,0.99736,3.2,0.59,9.2,4,10,20200914278259,FALSE
red,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,10,20200914278279,FALSE
red,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,7,10,20200914278299,TRUE
red,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,10,20200914278319,FALSE
red,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,10,20200914278339,FALSE
red,7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,6,10,20200914278359,FALSE
red,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5,10,20200914278379,FALSE
red,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,10,20200914278399,FALSE
red,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,10,20200914278419,TRUE
red,8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6,10,20200914278439,FALSE
red,12,0.63,0.5,1.4,0.071,6,26,0.99791,3.07,0.6,10.4,4,10,20200914278459,TRUE
red,7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,7,10,20200914278479,TRUE
red,6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5,10,20200914278499,FALSE
red,9.6,0.33,0.52,2.2,0.074,13,25,0.99509,3.36,0.76,12.4,7,10,20200914278519,FALSE
red,9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7,10,20200914278539,FALSE
red,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7,10,20200914278559,FALSE
red,9.8,0.5,0.34,2.3,0.094,10,45,0.99864,3.24,0.6,9.7,7,10,20200914278579,FALSE
red,8.3,0.3,0.49,3.8,0.09,11,24,0.99498,3.27,0.64,12.1,7,10,20200914278599,FALSE
red,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,7,10,20200914278619,FALSE
red,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,7,10,20200914278639,FALSE
red,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,10,20200914278659,FALSE
red,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,10,20200914278679,FALSE
red,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,10,20200914278699,FALSE
red,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,7,10,20200914278719,FALSE
red,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,7,10,20200914278739,FALSE
red,8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,7,10,20200914278759,FALSE
red,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7,10,20200914278779,FALSE
red,7.6,0.43,0.4,2.7,0.082,6,11,0.99538,3.44,0.54,12.2,6,10,20200914278799,FALSE
red,8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,5,10,20200914278819,FALSE
red,9,0.36,0.52,2.1,0.111,5,10,0.99568,3.31,0.62,11.3,6,10,20200914278839,FALSE
red,9.5,0.37,0.52,2,0.088,12,51,0.99613,3.29,0.58,11.1,6,10,20200914278859,FALSE
red,6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7,10,20200914278879,FALSE
red,8,0.59,0.05,2,0.089,12,32,0.99735,3.36,0.61,10,5,10,20200914278899,FALSE
red,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,10,20200914278919,FALSE
red,7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,10,20200914278939,FALSE
red,6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,10,20200914278959,FALSE
red,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6,10,20200914278979,FALSE
red,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6,10,20200914278999,FALSE
red,8.3,0.34,0.4,2.4,0.065,24,48,0.99554,3.34,0.86,11,6,10,20200914279019,FALSE
red,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9,7,10,20200914279039,FALSE
red,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5,10,20200914279059,FALSE
red,9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6,10,20200914279079,FALSE
red,6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,10,20200914279099,FALSE
red,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,10,20200914279119,FALSE
red,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,10,20200914279139,FALSE
red,10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7,10,20200914279159,FALSE
red,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,10,20200914279179,FALSE
red,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,10,20200914279199,FALSE
red,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,10,20200914279219,FALSE
red,7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5,10,20200914279239,FALSE
red,8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,5,10,20200914279259,FALSE
red,7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7,10,20200914279279,FALSE
red,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,10,20200914279299,FALSE
red,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,10,20200914279319,FALSE
red,9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,5,10,20200914279339,FALSE
red,7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,6,10,20200914279359,FALSE
red,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,10,20200914279379,FALSE
red,12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5,10,20200914279399,FALSE
red,7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,6,10,20200914279419,FALSE
red,9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4,7,10,20200914279439,FALSE
red,7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,10,20200914279459,FALSE
red,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,10,20200914279479,FALSE
red,9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6,10,20200914279499,FALSE
red,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5,10,20200914279519,FALSE
red,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,10,20200914279539,FALSE
red,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6,10,20200914279559,FALSE
red,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,10,20200914279579,FALSE
red,10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,5,10,20200914279599,FALSE
red,7.7,0.6,0.06,2,0.079,19,41,0.99697,3.39,0.62,10.1,6,10,20200914279619,FALSE
red,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,10,20200914279639,FALSE
red,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7,10,20200914279659,TRUE
red,8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,6,10,20200914279679,FALSE
red,6.4,0.69,0,1.65,0.055,7,12,0.99162,3.47,0.53,12.9,6,10,20200914279699,FALSE
red,7.5,0.43,0.3,2.2,0.062,6,12,0.99495,3.44,0.72,11.5,7,10,20200914279719,FALSE
red,9.9,0.35,0.38,1.5,0.058,31,47,0.99676,3.26,0.82,10.6,7,10,20200914279739,FALSE
red,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,10,20200914279759,FALSE
red,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,10,20200914279779,FALSE
red,8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,5,10,20200914279799,FALSE
red,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,10,20200914279819,FALSE
red,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7,10,20200914279839,FALSE
red,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,10,20200914279859,FALSE
red,8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,7,10,20200914279879,FALSE
red,9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5,10,20200914279899,FALSE
red,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7,10,20200914279919,FALSE
red,8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,6,10,20200914279939,FALSE
red,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5,10,20200914279959,FALSE
red,7.5,0.71,0,1.6,0.092,22,31,0.99635,3.38,0.58,10,6,10,20200914279979,FALSE
red,8,0.58,0.16,2,0.12,3,7,0.99454,3.22,0.58,11.2,6,10,20200914279999,FALSE
red,10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6,10,20200914280019,FALSE
red,8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,7,10,20200914280039,FALSE
red,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,10,20200914280059,FALSE
red,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6,10,20200914280079,FALSE
red,7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5,10,20200914280099,FALSE
red,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,10,20200914280119,TRUE
red,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,6,10,20200914280139,FALSE
red,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5,10,20200914280159,FALSE
red,8.2,0.32,0.42,2.3,0.098,3,9,0.99506,3.27,0.55,12.3,6,10,20200914280179,FALSE
red,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,10,20200914280199,FALSE
red,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,6,10,20200914280219,FALSE
red,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,10,20200914280239,FALSE
red,6.4,0.795,0,2.2,0.065,28,52,0.99378,3.49,0.52,11.6,5,10,20200914280259,FALSE
red,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,10,20200914280279,FALSE
red,7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,7,10,20200914280299,FALSE
red,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,10,20200914280319,TRUE
red,7.3,0.55,0.01,1.8,0.093,9,15,0.99514,3.35,0.58,11,7,10,20200914280339,FALSE
red,8.1,0.82,0,4.1,0.095,5,14,0.99854,3.36,0.53,9.6,5,10,20200914280359,FALSE
red,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,6,10,20200914280379,FALSE
red,8.9,0.745,0.18,2.5,0.077,15,48,0.99739,3.2,0.47,9.7,6,10,20200914280399,FALSE
red,10.1,0.37,0.34,2.4,0.085,5,17,0.99683,3.17,0.65,10.6,7,10,20200914280419,FALSE
red,7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,10,20200914280439,FALSE
red,7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,5,10,20200914280459,TRUE
red,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,7,10,20200914280479,FALSE
red,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,10,20200914280499,FALSE
red,7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5,10,20200914280519,FALSE
red,6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,10,20200914280539,FALSE
red,8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,6,10,20200914280559,TRUE
red,9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,7,10,20200914280579,FALSE
red,6.4,0.39,0.33,3.3,0.046,12,53,0.99294,3.36,0.62,12.2,6,10,20200914280599,FALSE
red,6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,10,20200914280619,FALSE
red,7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,10,20200914280639,FALSE
red,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,10,20200914280659,FALSE
red,9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6,10,20200914280679,FALSE
red,9.3,0.5,0.36,1.8,0.084,6,17,0.99704,3.27,0.77,10.8,6,10,20200914280699,FALSE
red,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,10,20200914280719,TRUE
red,8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,5,10,20200914280739,TRUE
red,5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,10,20200914280759,FALSE
red,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,10,20200914280779,FALSE
red,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,10,20200914280799,FALSE
red,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,6,10,20200914280819,FALSE
red,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,10,20200914280839,FALSE
red,7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,5,10,20200914280859,FALSE
red,9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,7,10,20200914280879,FALSE
red,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7,10,20200914280899,FALSE
red,11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,10,20200914280919,FALSE
red,9.1,0.4,0.5,1.8,0.071,7,16,0.99462,3.21,0.69,12.5,8,10,20200914280939,TRUE
red,8,0.38,0.44,1.9,0.098,6,15,0.9956,3.3,0.64,11.4,6,10,20200914280959,TRUE
red,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,6,10,20200914280979,FALSE
red,8.2,0.74,0.09,2,0.067,5,10,0.99418,3.28,0.57,11.8,6,10,20200914280999,FALSE
red,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,10,20200914281019,FALSE
